state,state_fips,variable,sex,age_group,num_chronic,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Kansas,20,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,4 to 5,612.6968,702.1224,659.5031,648.1647,636.4863,632.8633,625.7442,625.8865,620.9,624.3709,646.0017
Kansas,20,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,6+,1390.4215,1634.1807,1619.7348,1640.7444,1616.5678,1637.919,1633.6551,1675.2771,1677.3765,1605.5632,1660.7028
Kansas,20,Hospital Readmissions-Percentage (%),males, 65 Years and Over,0 to 1,6.39,7.26,6.15,7.53,5.34,5.04,4.56,4.4,5.81,4.78,3.68
Kansas,20,Hospital Readmissions-Percentage (%),males, 65 Years and Over,2 to 3,9.22,9.63,8.97,8.36,7.62,7.5,7.82,7.21,7.59,6.39,6.51
Kansas,20,Hospital Readmissions-Percentage (%),males, 65 Years and Over,4 to 5,14.43,14.1,13.5,12.57,11.48,10.92,10.3,10.08,9.73,10.16,9.87
Kansas,20,Hospital Readmissions-Percentage (%),males, 65 Years and Over,6+,24.93,24.75,23.65,22.98,22,21.91,20.77,21.01,19.92,20.48,20.49
Kentucky,21,Per Capita Spending-Actual ($),males, Less than 65 Years,0 to 1,1327.4795,1465.8872,1505.3037,1525.089,1550.5769,1662.6044,1578.163,1599.6356,1587.8014,1574.5374,1576.5505
Kentucky,21,Per Capita Spending-Actual ($),males, Less than 65 Years,2 to 3,4931.7615,5173.507,5319.0118,5373.0158,5099.8629,5371.2764,5383.6414,5172.03,5192.9686,5113.8308,5487.912
Kentucky,21,Per Capita Spending-Actual ($),males, Less than 65 Years,4 to 5,10810.8977,11102.9736,11292.8879,11482.229,10738.6589,10804.9114,10402.436,10562.394,10345.4707,10096.5429,10259.1999
Kentucky,21,Per Capita Spending-Actual ($),males, Less than 65 Years,6+,29796.1754,31088.5349,33382.1071,32964.636,32471.5192,31941.8978,31339.0693,31559.3271,30860.8138,29820.725,30574.6559
Kentucky,21,Per Capita Spending-Standardized ($),males, Less than 65 Years,0 to 1,1412.498,1532.0546,1579.544,1580.6292,1602.6903,1722.0925,1683.2015,1642.4671,1677.1076,1677.004,1678.256
Kentucky,21,Per Capita Spending-Standardized ($),males, Less than 65 Years,2 to 3,5090.228,5300.6706,5439.5061,5448.1991,5189.5866,5481.4073,5571.3913,5231.651,5364.6981,5335.6877,5736.0948
Kentucky,21,Per Capita Spending-Standardized ($),males, Less than 65 Years,4 to 5,10918.3165,11176.909,11431.8635,11483.9166,10818.5437,10924.5272,10646.351,10655.7517,10602.8294,10353.7486,10534.1239
Kentucky,21,Per Capita Spending-Standardized ($),males, Less than 65 Years,6+,29568.6703,30750.4296,32880.9768,32406.8474,31824.7369,31649.2378,31098.6537,31522.2672,31053.8493,29909.9844,30479.7218
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,0 to 1,384.9591,409.4201,414.8459,405.8362,406.0872,414.7502,397.1449,412.597,396.1652,391.4431,364.8906
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,2 to 3,796.5061,809.904,834.9187,806.053,818.4138,820.4672,793.1993,819.3148,783.8199,778.5546,765.1496
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,4 to 5,1325.4542,1336.7757,1349.08,1312.633,1309.0313,1316.6667,1238.6849,1277.1692,1270.9868,1262.2664,1179.2947
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,6+,3186.3455,3334.9754,3257.493,3311.9747,3214.818,3315.7791,3139.6366,3266.9547,3147.4381,3104.8878,2964.5618
Kentucky,21,Hospital Readmissions-Percentage (%),males, Less than 65 Years,0 to 1,9.68,9.14,8.84,9.69,8.51,7.24,8.13,6.61,7.57,8.23,7.88
Kentucky,21,Hospital Readmissions-Percentage (%),males, Less than 65 Years,2 to 3,12.26,11.46,13.24,12.05,9.86,11.23,11.32,11.93,10.54,10.74,10.06
Kentucky,21,Hospital Readmissions-Percentage (%),males, Less than 65 Years,4 to 5,16.75,16.51,16.1,16.73,14.33,14.23,14.53,14.38,14.48,13.5,14.05
Kentucky,21,Hospital Readmissions-Percentage (%),males, Less than 65 Years,6+,29.7,30.98,30.9,31.2,29.08,29.47,28.44,28.11,28.03,27.85,27.92
Kentucky,21,Per Capita Spending-Actual ($),males, 65 Years and Over,0 to 1,1285.6973,1309.5541,1278.8704,1362.5806,1280.7924,1259.0847,1248.4722,1262.1915,1274.194,1290.3104,1349.614
Kentucky,21,Per Capita Spending-Actual ($),males, 65 Years and Over,2 to 3,4308.3178,4414.6356,4490.1176,4516.4745,4296.4008,4207.474,4196.9156,4227.2534,4182.4979,4316.6193,4514.5009
Kentucky,21,Per Capita Spending-Actual ($),males, 65 Years and Over,4 to 5,10333.827,10146.9078,10386.0251,10305.8596,9608.7399,9331.3687,9221.5667,9015.1911,8826.3747,9062.7493,9299.6152
Kentucky,21,Per Capita Spending-Actual ($),males, 65 Years and Over,6+,27708.0365,28775.4977,29724.2605,29950.5924,29650.3274,28525.3692,28193.0317,28097.6802,27728.8295,27550.1957,28161.0038
Kentucky,21,Per Capita Spending-Standardized ($),males, 65 Years and Over,0 to 1,1362.5339,1385.9461,1356.258,1418.5081,1335.9961,1342.9524,1424.9475,1326.4616,1361.9571,1383.3412,1440.2552
Kentucky,21,Per Capita Spending-Standardized ($),males, 65 Years and Over,2 to 3,4472.6918,4566.2073,4632.6808,4628.2754,4399.3989,4381.938,4562.6416,4390.193,4378.4342,4533.0985,4733.3902
Kentucky,21,Per Capita Spending-Standardized ($),males, 65 Years and Over,4 to 5,10533.1807,10327.7854,10561.0042,10444.4977,9724.3875,9549.9246,9654.5798,9246.7553,9177.088,9372.7555,9604.1115
Kentucky,21,Per Capita Spending-Standardized ($),males, 65 Years and Over,6+,28090.9985,29036.9564,30011.6672,30201.1849,29748.7775,28777.2564,28768.6774,28642.4621,28482.5007,28148.0711,28615.7862
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,0 to 1,125.997,127.9184,127.341,126.9487,118.4356,122.7973,119.5588,122.9103,123.4452,122.2097,122.0433
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,2 to 3,313.7898,320.3902,314.0372,316.6787,301.086,300.7618,297.2505,313.4192,304.1676,315.7427,324.0533
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,4 to 5,686.1391,674.5387,660.7095,647.6896,613.4915,614.985,616.2058,611.784,607.1356,609.514,617.4663
Kentucky,21,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,6+,1906.018,1879.0408,1864.1556,1875.5375,1851.8988,1840.101,1823.547,1855.1583,1852.8292,1816.8032,1799.3996
Kentucky,21,Hospital Readmissions-Percentage (%),males, 65 Years and Over,0 to 1,7.26,6.19,6.12,6.45,6.54,5.38,5.54,6.04,5.35,5.76,3.88
Kentucky,21,Hospital Readmissions-Percentage (%),males, 65 Years and Over,2 to 3,9.1,8.64,8.82,9.5,7.33,7.29,7.41,6.93,7.04,6.97,6.99
Kentucky,21,Hospital Readmissions-Percentage (%),males, 65 Years and Over,4 to 5,13.88,13.61,13.01,12.99,11.96,10.93,10.72,10.22,10.08,9.8,9.88
Kentucky,21,Hospital Readmissions-Percentage (%),males, 65 Years and Over,6+,27.7,26.83,26.43,26.53,25.99,25.3,24.53,23.4,23.34,23.08,23.52
Louisiana,22,Per Capita Spending-Actual ($),males, Less than 65 Years,0 to 1,1767.7375,1806.3905,1932.0742,1922.6313,1875.6007,1907.7109,1891.249,2013.2631,1957.7007,2011.4624,2011.8099
Louisiana,22,Per Capita Spending-Actual ($),males, Less than 65 Years,2 to 3,7671.5477,8051.9709,8048.3101,7928.3356,7794.7768,7643.6172,8132.4814,7952.8895,7797.0127,7951.8902,8417.0785
Louisiana,22,Per Capita Spending-Actual ($),males, Less than 65 Years,4 to 5,17285.7396,17184.3291,17177.7116,17173.5599,16655.5517,15793.1731,15514.1822,16455.1506,16146.1101,15588.3812,15931.7809
Louisiana,22,Per Capita Spending-Actual ($),males, Less than 65 Years,6+,40025.4576,42227.1749,42687.7472,42004.2125,43002.9711,39912.1755,40896.4763,42230.132,40458.9531,40207.7782,40042.5827
Louisiana,22,Per Capita Spending-Standardized ($),males, Less than 65 Years,0 to 1,1878.4172,1908.1828,2026.9535,2002.523,1938.4766,2000.9401,1981.4405,2069.2961,2038.4865,2105.7293,2120.3065
Louisiana,22,Per Capita Spending-Standardized ($),males, Less than 65 Years,2 to 3,8061.7444,8511.5485,8464.923,8284.5062,8046.4893,7995.4343,8423.6409,8184.7466,8108.1768,8368.8582,8774.338
Louisiana,22,Per Capita Spending-Standardized ($),males, Less than 65 Years,4 to 5,17978.2101,18032.6543,17989.6367,17861.6506,17094.083,16449.5741,16215.4087,16834.2942,16854.9826,16401.0545,16760.0588
Louisiana,22,Per Capita Spending-Standardized ($),males, Less than 65 Years,6+,41536.1139,43940.1399,44285.9371,43357.3297,43638.8039,41130.794,42379.8464,43065.8798,41792.9025,41749.8007,41479.1554
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,0 to 1,432.446,455.9078,457.4901,449.8302,454.8176,471.8975,467.2633,475.3644,470.8069,471.6465,471.6385
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,2 to 3,906.0584,967.4346,935.3491,933.6841,956.4328,994.4824,967.7401,988.3463,969.929,990.2094,1005.1163
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,4 to 5,1507.8354,1580.2017,1482.4636,1535.0382,1509.9284,1539.1143,1523.0715,1555.6921,1533.8346,1560.106,1553.357
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,6+,3193.0808,3304.309,3292.9778,3237.6297,3381.14,3348.872,3368.8514,3506.7779,3360.2263,3440.7229,3522.8521
Louisiana,22,Hospital Readmissions-Percentage (%),males, Less than 65 Years,0 to 1,11.23,8.94,9.45,9.28,11.68,10.25,9.49,9.31,8.53,9.68,9.55
Louisiana,22,Hospital Readmissions-Percentage (%),males, Less than 65 Years,2 to 3,13.25,14.12,13.72,13.7,12.61,12.97,12.26,12.71,12.18,12.21,14.01
Louisiana,22,Hospital Readmissions-Percentage (%),males, Less than 65 Years,4 to 5,18.24,19.02,18.06,18.4,18.36,16.51,16.29,15.95,14.96,15.66,15.93
Louisiana,22,Hospital Readmissions-Percentage (%),males, Less than 65 Years,6+,29.69,30.18,29.17,29.69,30.45,27.91,27.67,28.98,26.65,27.86,28.21
Louisiana,22,Per Capita Spending-Actual ($),males, 65 Years and Over,0 to 1,1393.7063,1422.3315,1469.9991,1460.7847,1424.3741,1422.8743,1389.8711,1357.0531,1373.8587,1378.3512,1477.6013
Louisiana,22,Per Capita Spending-Actual ($),males, 65 Years and Over,2 to 3,5092.2637,5094.7938,5085.6141,5070.7339,4866.6821,4750.6564,4666.8504,4654.6555,4663.8575,4804.4947,5079.2055
Louisiana,22,Per Capita Spending-Actual ($),males, 65 Years and Over,4 to 5,11870.3964,11933.1062,11863.7618,11979.6322,11134.7902,10597.7792,10175.5012,10272.5205,10206.2079,10180.8952,10443.8689
Louisiana,22,Per Capita Spending-Actual ($),males, 65 Years and Over,6+,32187.2516,32763.6759,33758.9853,34268.994,34354.2234,32413.4696,31860.5714,31778.5102,30762.9665,31020.6048,30926.7044
Louisiana,22,Per Capita Spending-Standardized ($),males, 65 Years and Over,0 to 1,1504.6082,1534.599,1577.4409,1543.4493,1498.5362,1527.5409,1506.6717,1436.7136,1475.5509,1489.8629,1596.9743
Louisiana,22,Per Capita Spending-Standardized ($),males, 65 Years and Over,2 to 3,5414.2267,5421.4149,5371.8504,5322.1597,5068.856,5014.4814,4983.7729,4883.2408,4938.17,5116.9835,5379.9712
Louisiana,22,Per Capita Spending-Standardized ($),males, 65 Years and Over,4 to 5,12529.9064,12623.7774,12527.1645,12498.1677,11525.2629,11101.5935,10774.7401,10742.6731,10768.9135,10745.6118,10983.2216
Louisiana,22,Per Capita Spending-Standardized ($),males, 65 Years and Over,6+,34080.3139,34781.3255,35729.9655,35948.2263,35585.6471,33828.2628,33573.8874,33275.9354,32586.5353,32825.6015,32564.9654
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,0 to 1,139.7138,137.5136,133.986,132.5794,125.7287,135.3793,128.5984,130.9224,132.6904,130.7316,136.9724
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,2 to 3,329.0557,332.8929,321.3782,324.4367,317.8671,327.724,317.3361,320.4706,318.0789,319.744,332.7918
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,4 to 5,681.3567,694.5369,657.0408,662.0671,641.9629,643.9712,615.7289,615.674,616.5059,621.0845,638.5973
Louisiana,22,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,6+,1817.1243,1837.4117,1836.0249,1834.7055,1858.1319,1856.2599,1827.8312,1845.1703,1798.0017,1788.4252,1821.8871
Louisiana,22,Hospital Readmissions-Percentage (%),males, 65 Years and Over,0 to 1,6.55,6.69,5.81,6.96,4.28,5.42,4.95,5.39,4.43,4.03,5.55
Louisiana,22,Hospital Readmissions-Percentage (%),males, 65 Years and Over,2 to 3,8.99,8.07,9.15,8.37,7.42,7.94,7.36,7.06,6.66,6.38,6.97
Louisiana,22,Hospital Readmissions-Percentage (%),males, 65 Years and Over,4 to 5,14.15,13.79,12.82,13.12,12.19,11.16,10.5,10.31,10.1,10.69,10.05
Louisiana,22,Hospital Readmissions-Percentage (%),males, 65 Years and Over,6+,25.83,25.67,24.7,24.77,25.02,23.52,22.92,22.7,21.53,22.17,22.2
Maine,23,Per Capita Spending-Actual ($),males, Less than 65 Years,0 to 1,1506.1417,1572.1254,1649.2187,1654.7373,1681.1809,1754.8584,1794.0291,1959.1491,1984.9327,1981.4684,2071.9961
Maine,23,Per Capita Spending-Actual ($),males, Less than 65 Years,2 to 3,5254.4231,5793.2179,5801.5591,5889.7462,5557.8209,5556.9683000000005,5377.8419,6005.3419,6098.4943,5972.5296,6340.0864
Maine,23,Per Capita Spending-Actual ($),males, Less than 65 Years,4 to 5,11600.2275,11466.1564,12085.139,12336.8242,12070.9509,11811.3996,12054.3167,12346.8114,12135.5973,12585.7178,11641.8403
Maine,23,Per Capita Spending-Actual ($),males, Less than 65 Years,6+,27590.0746,28802.5132,30246.0832,30753.2793,31944.9488,31540.8574,34553.35,33774.1556,33913.8788,33192.4282,34832.7871
Maine,23,Per Capita Spending-Standardized ($),males, Less than 65 Years,0 to 1,1564.9676,1639.6917,1706.8182,1679.3986,1665.0107,1765.1567,1806.5016,1936.3041,1966.7586,2072.3215,2228.0855
Maine,23,Per Capita Spending-Standardized ($),males, Less than 65 Years,2 to 3,5242.9243,5792.0531,5792.5367,5907.6968,5498.4157,5469.3357,5336.529,5818.2017,5940.2423,5923.353,6265.743
Maine,23,Per Capita Spending-Standardized ($),males, Less than 65 Years,4 to 5,11372.4417,11249.5608,11692.1803,12126.5637,11531.3469,11407.134,11507.426,11835.1384,11717.7574,12205.4214,11271.8356
Maine,23,Per Capita Spending-Standardized ($),males, Less than 65 Years,6+,26375.3015,27418.1069,28752.9513,28767.6025,29672.8453,29447.7488,31907.839,31331.4268,31465.5336,31129.3404,32823.8825
Maine,23,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,0 to 1,479.3625,509.1373,493.5619,502.4591,493.5494,515.6855,466.3405,483.1863,457.1711,418.0714,402.132
Maine,23,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,2 to 3,1121.3139,1098.319,1095.0368,1085.8791,1077.2521,1062.7075,996.012,968.4571,994.5005,984.5879,936.5125
Maine,23,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,4 to 5,1849.3784,1870.9849,1773.6445,1754.8295,1867.8317,1810.2614,1777.5097,1724.7619,1660.3175,1687.1588,1534.751
Maine,23,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,6+,3685.623,3967.4171,4052.0833,4322.822,3956.9794,4022.4014,4317.5231,3937.8658,3750.5873,3732.362,3563.5528
Maine,23,Hospital Readmissions-Percentage (%),males, Less than 65 Years,0 to 1,8.52,8.55,8.64,11.73,10.09,6.83,8.56,9.39,7.69,NA,12.9
Maine,23,Hospital Readmissions-Percentage (%),males, Less than 65 Years,2 to 3,13.05,12.41,12.54,9.63,11.88,10.55,9.64,11.59,10.46,7.53,10.68
Maine,23,Hospital Readmissions-Percentage (%),males, Less than 65 Years,4 to 5,18.7,18.44,16.66,18.42,15.64,15.31,15.75,14.54,14.11,16.54,14.77
Maine,23,Hospital Readmissions-Percentage (%),males, Less than 65 Years,6+,28.2,28.51,30.37,31.15,31.02,28.66,31.07,29.19,25.91,28.75,28.11
Maine,23,Per Capita Spending-Actual ($),males, 65 Years and Over,0 to 1,1347.7277,1352.6286,1480.7641,1448.0262,1484.8709,1522.3869,1458.412,1558.8545,1574.0088,1571.9812,1590.3035
Maine,23,Per Capita Spending-Actual ($),males, 65 Years and Over,2 to 3,4435.8429,4575.1891,4782.4258,4978.0929,4873.2241,4869.9257,4972.6002,5085.351,5413.1277,5483.0715,5688.4092
Maine,23,Per Capita Spending-Actual ($),males, 65 Years and Over,4 to 5,10343.0975,10466.6847,10561.991,10994.8526,10680.4797,10518.388,10410.7958,10820.618,10994.7919,11169.9617,11806.3384
Maine,23,Per Capita Spending-Actual ($),males, 65 Years and Over,6+,25740.7313,27421.2729,28241.1918,27654.6672,28707.5171,28262.7187,28681.3031,28802.3841,29218.2671,29799.3794,30263.173
Maine,23,Per Capita Spending-Standardized ($),males, 65 Years and Over,0 to 1,1373.6461,1376.4828,1491.4002,1464.7248,1451.9437,1507.3542,1458.7638,1524.6387,1548.718,1566.3985,1571.7832
Maine,23,Per Capita Spending-Standardized ($),males, 65 Years and Over,2 to 3,4411.0772,4547.1688,4732.6943,4881.068,4663.1666,4731.8502,4829.9248,4888.4458,5243.9511,5352.8113,5521.157
Maine,23,Per Capita Spending-Standardized ($),males, 65 Years and Over,4 to 5,10131.2044,10193.2048,10326.2005,10568.8627,10028.3241,10008.6096,9918.5983,10260.0367,10451.1556,10665.8828,11245.2673
Maine,23,Per Capita Spending-Standardized ($),males, 65 Years and Over,6+,25042.2239,26552.6579,27155.4192,26257.1692,26575.135,26342.8994,26555.5474,26865.5746,27382.1357,27941.6806,28228.2481
Maine,23,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,0 to 1,186.7375,175.525,169.6088,177.6658,169.1074,165.1674,154.2541,157.622,154.4278,156.428,156.9956
Maine,23,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,2 to 3,441.2207,441.5564,420.051,425.9347,426.8368,424.5283,423.589,411.668,422.073,413.1218,433.0571
Maine,23,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,4 to 5,908.2864,873.4078,839.8168,877.7651,857.6549,860.1723,821.3076,850.4015,840.4554,833.1841,870.5192
Maine,23,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,6+,2125.2551,2175.6999,2160.034,2091.7985,2174.3845,2207.2289,2199.7513,2167.0677,2199.7275,2135.9497,2159.5549
Maine,23,Hospital Readmissions-Percentage (%),males, 65 Years and Over,0 to 1,6.1,4.97,6.81,6.4,5.57,5.32,5.7,7.76,5.5,4.02,4.1
Maine,23,Hospital Readmissions-Percentage (%),males, 65 Years and Over,2 to 3,10.02,7.74,7.53,8.46,8.52,7.85,7.87,7.01,6.8,7.12,7.4
Maine,23,Hospital Readmissions-Percentage (%),males, 65 Years and Over,4 to 5,13.8,12.94,12.12,12.14,10.92,11.3,10.95,12.46,10.01,9.76,8.98
Maine,23,Hospital Readmissions-Percentage (%),males, 65 Years and Over,6+,23.06,24.02,23.72,22.21,23.12,21,20.96,20.98,21.29,20.81,20.95
Maryland,24,Per Capita Spending-Actual ($),males, Less than 65 Years,0 to 1,2100.6707,2175.2997,2203.4389,2117.3645,2239.8817,2300.285,2445.8974,2455.996,2420.2117,2226.6976,2404.6424
Maryland,24,Per Capita Spending-Actual ($),males, Less than 65 Years,2 to 3,8634.8515,8450.9375,9225.4438,8997.1217,8977.5562,8830.6793,8627.0422,8768.0472,8653.148,8367.9432,8521.5426
Maryland,24,Per Capita Spending-Actual ($),males, Less than 65 Years,4 to 5,19422.6155,20190.5609,20987.2324,20089.5579,19407.4826,19055.3067,18739.0198,18927.7353,18847.7848,17651.1827,17615.7822
Maryland,24,Per Capita Spending-Actual ($),males, Less than 65 Years,6+,55581.6881,55750.7568,58198.4877,56807.6936,55643.5253,56053.8664,53496.3105,55520.3853,52651.9288,50212.7214,52269.6153
Maryland,24,Per Capita Spending-Standardized ($),males, Less than 65 Years,0 to 1,1963.7038,2035.5279,2043.4836,1950.8183,1893.663,1964.5433,2147.0982,2174.6276,2155.9905,1996.6639,2133.5482
Maryland,24,Per Capita Spending-Standardized ($),males, Less than 65 Years,2 to 3,7840.0909,7691.3856,8268.6794,8089.2842,7233.4918,7370.7641,7220.6595,7527.2785,7305.9552,7191.7066,7296.0213
Maryland,24,Per Capita Spending-Standardized ($),males, Less than 65 Years,4 to 5,17051.8713,17813.7379,18378.7423,17671.5098,14782.9688,15108.3569,15051.0375,15725.7302,15247.1319,14612.835,14673.6073
Maryland,24,Per Capita Spending-Standardized ($),males, Less than 65 Years,6+,47676.8709,48429.4923,50346.6178,48913.1487,39823.7563,42375.0489,40712.9568,44236.9388,40284.4189,39041.0199,39375.4641
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,0 to 1,345.8704,335.8309,367.5287,342.9285,380.3548,378.9687,378.2724,379.4874,358.7613,340.0867,337.622
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,2 to 3,899.6384,868.3274,958.6167,916.5868,901.8885,922.0464,908.2588,873.7917,872.8399,831.6452,817.7329
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,4 to 5,1743.0769,1591.6655,1728.1824,1678.6105,1664.0367,1608.4763,1574.1555,1613.3361,1529.0974,1505.6891,1506.5789
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, Less than 65 Years,6+,4414.7059,4383.4382,4556.7158,4410.678,4435.6499,4500.4498,4294.8368,4357.9035,3951.7936,3564.6977,3519.4354
Maryland,24,Hospital Readmissions-Percentage (%),males, Less than 65 Years,0 to 1,10.79,11.11,13.08,11.42,11.35,9.92,9.67,12.13,9.86,9.46,9.33
Maryland,24,Hospital Readmissions-Percentage (%),males, Less than 65 Years,2 to 3,17.05,17.18,16.46,16.58,12.96,14.14,13.94,13.8,13.49,11.43,12.56
Maryland,24,Hospital Readmissions-Percentage (%),males, Less than 65 Years,4 to 5,23.95,23.69,25.35,23.46,21.06,20.2,18.57,20.18,18.27,19.32,18.57
Maryland,24,Hospital Readmissions-Percentage (%),males, Less than 65 Years,6+,43,43.27,43.74,41.33,38.55,38.44,36.27,36.31,33.94,32.8,32.22
Maryland,24,Per Capita Spending-Actual ($),males, 65 Years and Over,0 to 1,1556.2392,1631.7083,1610.5575,1663.9768,1673.1168,1715.1635,1731.1769,1752.1541,1810.529,1767.3172,1877.2098
Maryland,24,Per Capita Spending-Actual ($),males, 65 Years and Over,2 to 3,5191.0772,5345.0329,5324.6826,5374.5958,5272.7393,5356.3061,5467.6362,5432.381,5524.5222,5599.1756,5919.7499
Maryland,24,Per Capita Spending-Actual ($),males, 65 Years and Over,4 to 5,11945.7166,12350.321,12347.8592,12456.1677,11989.9965,12098.726,11976.3556,11962.8283,11933.1192,11590.862,12110.6233
Maryland,24,Per Capita Spending-Actual ($),males, 65 Years and Over,6+,36025.8128,37544.16,38177.4743,38498.8254,40450.3125,38889.5929,38774.8211,38556.8621,38466.5477,37235.845,38327.6698
Maryland,24,Per Capita Spending-Standardized ($),males, 65 Years and Over,0 to 1,1464.3947,1527.0656,1501.8773,1550.3349,1517.852,1524.1853,1551.3395,1584.6761,1641.3672,1620.7018,1716.3899
Maryland,24,Per Capita Spending-Standardized ($),males, 65 Years and Over,2 to 3,4778.0552,4907.0952,4872.8158,4919.8532,4520.4563,4629.7396,4741.0586,4780.6615,4879.0791,4941.4675,5165.4607
Maryland,24,Per Capita Spending-Standardized ($),males, 65 Years and Over,4 to 5,10782.8853,11154.8971,11090.3893,11225.1756,9821.3242,10147.3672,10059.6739,10207.8645,10121.5266,9861.8498,10210.1551
Maryland,24,Per Capita Spending-Standardized ($),males, 65 Years and Over,6+,32046.0733,33538.7012,33886.877,34263.2531,30018.0597,30543.3632,30465.7379,31184.2858,30430.9736,29723.4266,30221.1835
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,0 to 1,113.2838,102.8246,105.8755,110.3817,111.8814,110.2164,109.5968,114.474,110.4217,104.374,107.6397
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,2 to 3,286.2756,266.6879,278.6085,281.6411,273.5168,277.9937,281.8148,289.5461,288.0235,280.3737,288.8519
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,4 to 5,606.8737,572.2782,600.4059,604.0251,588.8223,592.1027,577.8117,592.2419,589.9824,567.4975,577.8343
Maryland,24,"ED Visits per 1,000 Beneficiaries",males, 65 Years and Over,6+,1827.8343,1778.6242,1843.5215,1842.6288,1871.7202,1850.5921,1835.3988,1864.4203,1836.7852,1744.5923,1765.339
Maryland,24,Hospital Readmissions-Percentage (%),males, 65 Years and Over,0 to 1,7.4,8.17,7.62,6.14,5.53,7.04,5.91,5.99,5.79,6.03,4.8
Maryland,24,Hospital Readmissions-Percentage (%),males, 65 Years and Over,2 to 3,9.22,10.01,9.37,9.07,8.19,7.4,8.03,8.14,7.21,7.55,7.95
Maryland,24,Hospital Readmissions-Percentage (%),males, 65 Years and Over,4 to 5,14.68,14.95,14.39,14.02,12.38,12.1,11.55,12.01,11.3,11.36,10.95
Maryland,24,Hospital Readmissions-Percentage (%),males, 65 Years and Over,6+,30.04,30.1,29.84,28.91,27.75,26.44,25.92,25.5,24.93,24.28,23.83
Massachusetts,25,Per Capita Spending-Actual ($),males, Less than 65 Years,0 to 1,1781.7796,1931.7922,2033.52,2087.0493,2008.1797,2197.5993,2197.6804,2185.4223,2363.3394,2286.179,2286.0252
Massachusetts,25,Per Capita Spending-Actual ($),males, Less than 65 Years,2 to 3,6756.4716,7016.3334,7368.0186,7392.3971,7461.1247,7034.1074,7275.91,7339.7419,7174.158,7363.8759,7445.924
Massachusetts,25,Per Capita Spending-Actual ($),males, Less than 65 Years,4 to 5,14740.2762,15135.7643,15715.6017,15910.1632,15273.6798,15717.8548,15051.981,15346.2359,14842.5304,14492.8326,14642.6444
Massachusetts,25,Per Capita Spending-Actual ($),males, Less than 65 Years,6+,40780.3376,42239.4922,44581.527,43928.2653,43668.8808,44773.2217,44331.8726,46634.7232,44152.942,42942.006,43765.101
Massachusetts,25,Per Capita Spending-Standardized ($),males, Less than 65 Years,0 to 1,1679.7763,1815.5295,1880.7658,1918.2433,1851.0137,2001.2948,2009.5075,1946.5857,2081.7721,2052.5246,2052.8067
Massachusetts,25,Per Capita Spending-Standardized ($),males, Less than 65 Years,2 to 3,6143.14,6346.5754,6551.5143,6532.789,6667.1677,6124.1436,6385.0194,6281.3095,6151.4533,6331.7422,6427.9267
Massachusetts,25,Per Capita Spending-Standardized ($),males, Less than 65 Years,4 to 5,12821.2489,13025.6809,13371.8089,13375.2292,12823.7728,13315.2082,12643.7772,12641.6675,12283.3604,12050.8385,12302.897
